file_idx,file_number,detail,budget,company,materials,title,description,content
905,벤딩기-(269),Assembly,0.00,DAEHAN TECH CO. Ltd,,D19075 PJT. T-BENDING MP PPU#3,"Power (전원, 전원관련부품)","D19075 PJT. 티 벤딩 MP PPU#3 Power (전원, 전원관련부품) D19075 PJT. T-BENDING MP PPU#3"
906,벤딩기-(270),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#3,"Plate (플레이트, 판재)","D19075 PJT. 티 벤딩 MP PPU#3 Plate (플레이트, 판재) D19075 PJT. T-BENDING MP PPU#3"
907,벤딩기-(271),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#3,"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP PPU#3 Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP PPU#3"
908,벤딩기-(272),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#3,"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP PPU#3 Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP PPU#3"
909,벤딩기-(273),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#3,"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP PPU#3 Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP PPU#3"
910,벤딩기-(274),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#3,"Cover (커버, 덮개)","D19075 PJT. 티 벤딩 MP PPU#3 Cover (커버, 덮개) D19075 PJT. T-BENDING MP PPU#3"
911,벤딩기-(275),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#3,"Cover (커버, 덮개)","D19075 PJT. 티 벤딩 MP PPU#3 Cover (커버, 덮개) D19075 PJT. T-BENDING MP PPU#3"
912,벤딩기-(276),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#3,"Cover (커버, 덮개)","D19075 PJT. 티 벤딩 MP PPU#3 Cover (커버, 덮개) D19075 PJT. T-BENDING MP PPU#3"
913,벤딩기-(277),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#3,"Cover (커버, 덮개)","D19075 PJT. 티 벤딩 MP PPU#3 Cover (커버, 덮개) D19075 PJT. T-BENDING MP PPU#3"
914,벤딩기-(278),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#3,"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP PPU#3 Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP PPU#3"
915,벤딩기-(279),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#3,"Plate (플레이트, 판재)","D19075 PJT. 티 벤딩 MP PPU#3 Plate (플레이트, 판재) D19075 PJT. T-BENDING MP PPU#3"
916,벤딩기-(280),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#3,"Cover (커버, 덮개)","D19075 PJT. 티 벤딩 MP PPU#3 Cover (커버, 덮개) D19075 PJT. T-BENDING MP PPU#3"
917,벤딩기-(281),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#3,"Cover (커버, 덮개)","D19075 PJT. 티 벤딩 MP PPU#3 Cover (커버, 덮개) D19075 PJT. T-BENDING MP PPU#3"
918,벤딩기-(282),Component,"707,000.00",DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#3,"Base (블록,덩어리)","D19075 PJT. 티 벤딩 MP PPU#3 Base (블록,덩어리) D19075 PJT. T-BENDING MP PPU#3"
919,벤딩기-(283),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#3,Robot (로봇),D19075 PJT. 티 벤딩 MP PPU#3 Robot (로봇) D19075 PJT. T-BENDING MP PPU#3
920,벤딩기-(284),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#3,Robot (로봇),D19075 PJT. 티 벤딩 MP PPU#3 Robot (로봇) D19075 PJT. T-BENDING MP PPU#3
921,벤딩기-(285),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#3,Robot (로봇),D19075 PJT. 티 벤딩 MP PPU#3 Robot (로봇) D19075 PJT. T-BENDING MP PPU#3
922,벤딩기-(286),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#3,Robot (로봇),D19075 PJT. 티 벤딩 MP PPU#3 Robot (로봇) D19075 PJT. T-BENDING MP PPU#3
923,벤딩기-(287),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#3,Robot (로봇),D19075 PJT. 티 벤딩 MP PPU#3 Robot (로봇) D19075 PJT. T-BENDING MP PPU#3
924,벤딩기-(288),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#3,"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP PPU#3 Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP PPU#3"
925,벤딩기-(289),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#3,"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP PPU#3 Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP PPU#3"
926,벤딩기-(290),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#3,"Cover (커버, 덮개)","D19075 PJT. 티 벤딩 MP PPU#3 Cover (커버, 덮개) D19075 PJT. T-BENDING MP PPU#3"
927,벤딩기-(291),Component,0.00,DAEHAN TECH CO. Ltd,Carbon Steels,D19075 PJT. T-BENDING MP PPU#3,"Stopper (스토퍼, 멈추게 하는 부품)","D19075 PJT. 티 벤딩 MP PPU#3 Stopper (스토퍼, 멈추게 하는 부품) D19075 PJT. T-BENDING MP PPU#3"
928,벤딩기-(292),Component,"112,000.00",DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#3,Support ( 지지대 / 서포트),D19075 PJT. 티 벤딩 MP PPU#3 Support ( 지지대 / 서포트) D19075 PJT. T-BENDING MP PPU#3
929,벤딩기-(293),Assembly,0.00,DAEHAN TECH CO. Ltd,,D19075 PJT. T-BENDING MP PPU#4(TURN),"Power (전원, 전원관련부품)","D19075 PJT. 티 벤딩 MP PPU#4(회전) Power (전원, 전원관련부품) D19075 PJT. T-BENDING MP PPU#4(TURN)"
930,벤딩기-(294),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#4(TURN),Sensor (센서),D19075 PJT. 티 벤딩 MP PPU#4(회전) Sensor (센서) D19075 PJT. T-BENDING MP PPU#4(TURN)
931,벤딩기-(295),Component,0.00,DAEHAN TECH CO. Ltd,,D19075 PJT. T-BENDING MP PPU#4(TURN),Sensor (센서),D19075 PJT. 티 벤딩 MP PPU#4(회전) Sensor (센서) D19075 PJT. T-BENDING MP PPU#4(TURN)
932,벤딩기-(296),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#4(TURN),"Cover (커버, 덮개)","D19075 PJT. 티 벤딩 MP PPU#4(회전) Cover (커버, 덮개) D19075 PJT. T-BENDING MP PPU#4(TURN)"
933,벤딩기-(297),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#4(TURN),"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP PPU#4(회전) Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP PPU#4(TURN)"
934,벤딩기-(298),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#4(TURN),"Cover (커버, 덮개)","D19075 PJT. 티 벤딩 MP PPU#4(회전) Cover (커버, 덮개) D19075 PJT. T-BENDING MP PPU#4(TURN)"
935,벤딩기-(299),Component,0.00,DAEHAN TECH CO. Ltd,Stainless Steels,D19075 PJT. T-BENDING MP PPU#4(TURN),"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP PPU#4(회전) Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP PPU#4(TURN)"
936,벤딩기-(300),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#4(TURN),"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP PPU#4(회전) Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP PPU#4(TURN)"
937,벤딩기-(301),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#4(TURN),"Plate (플레이트, 판재)","D19075 PJT. 티 벤딩 MP PPU#4(회전) Plate (플레이트, 판재) D19075 PJT. T-BENDING MP PPU#4(TURN)"
938,벤딩기-(302),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#4(TURN),"Base (블록,덩어리)","D19075 PJT. 티 벤딩 MP PPU#4(회전) Base (블록,덩어리) D19075 PJT. T-BENDING MP PPU#4(TURN)"
939,벤딩기-(303),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#4(TURN),"Base (블록,덩어리)","D19075 PJT. 티 벤딩 MP PPU#4(회전) Base (블록,덩어리) D19075 PJT. T-BENDING MP PPU#4(TURN)"
940,벤딩기-(304),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#4(TURN),"Base (블록,덩어리)","D19075 PJT. 티 벤딩 MP PPU#4(회전) Base (블록,덩어리) D19075 PJT. T-BENDING MP PPU#4(TURN)"
941,벤딩기-(305),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#4(TURN),"Base (블록,덩어리)","D19075 PJT. 티 벤딩 MP PPU#4(회전) Base (블록,덩어리) D19075 PJT. T-BENDING MP PPU#4(TURN)"
942,벤딩기-(306),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#4(TURN),"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP PPU#4(회전) Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP PPU#4(TURN)"
943,벤딩기-(307),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#4(TURN),"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP PPU#4(회전) Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP PPU#4(TURN)"
944,벤딩기-(308),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#4(TURN),"Plate (플레이트, 판재)","D19075 PJT. 티 벤딩 MP PPU#4(회전) Plate (플레이트, 판재) D19075 PJT. T-BENDING MP PPU#4(TURN)"
945,벤딩기-(309),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#4(TURN),"Cover (커버, 덮개)","D19075 PJT. 티 벤딩 MP PPU#4(회전) Cover (커버, 덮개) D19075 PJT. T-BENDING MP PPU#4(TURN)"
946,벤딩기-(310),Component,0.00,DAEHAN TECH CO. Ltd,Carbon Steels,D19075 PJT. T-BENDING MP PPU#4(TURN),"Stopper (스토퍼, 멈추게 하는 부품)","D19075 PJT. 티 벤딩 MP PPU#4(회전) Stopper (스토퍼, 멈추게 하는 부품) D19075 PJT. T-BENDING MP PPU#4(TURN)"
947,벤딩기-(311),Component,0.00,DAEHAN TECH CO. Ltd,Carbon Steels,D19075 PJT. T-BENDING MP PPU#4(TURN),"shaft (샤프트, 축)","D19075 PJT. 티 벤딩 MP PPU#4(회전) shaft (샤프트, 축) D19075 PJT. T-BENDING MP PPU#4(TURN)"
948,벤딩기-(312),Component,"588,000.00",DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#5(TURN),"Base (블록,덩어리)","D19075 PJT. 티 벤딩 MP PPU#5(회전) Base (블록,덩어리) D19075 PJT. T-BENDING MP PPU#5(TURN)"
949,벤딩기-(313),Assembly,0.00,DAEHAN TECH CO. Ltd,,D19075 PJT. T-BENDING MP PPU#5(TURN),Assembly (조립품),D19075 PJT. 티 벤딩 MP PPU#5(회전) Assembly (조립품) D19075 PJT. T-BENDING MP PPU#5(TURN)
950,벤딩기-(314),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#5(TURN),"Plate (플레이트, 판재)","D19075 PJT. 티 벤딩 MP PPU#5(회전) Plate (플레이트, 판재) D19075 PJT. T-BENDING MP PPU#5(TURN)"
951,벤딩기-(315),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#5(TURN),"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP PPU#5(회전) Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP PPU#5(TURN)"
952,벤딩기-(316),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#5(TURN),"Cover (커버, 덮개)","D19075 PJT. 티 벤딩 MP PPU#5(회전) Cover (커버, 덮개) D19075 PJT. T-BENDING MP PPU#5(TURN)"
953,벤딩기-(317),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#5(TURN),"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP PPU#5(회전) Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP PPU#5(TURN)"
954,벤딩기-(318),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#5(TURN),"Cover (커버, 덮개)","D19075 PJT. 티 벤딩 MP PPU#5(회전) Cover (커버, 덮개) D19075 PJT. T-BENDING MP PPU#5(TURN)"
955,벤딩기-(319),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#5(TURN),Robot (로봇),D19075 PJT. 티 벤딩 MP PPU#5(회전) Robot (로봇) D19075 PJT. T-BENDING MP PPU#5(TURN)
956,벤딩기-(320),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#5(TURN),"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP PPU#5(회전) Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP PPU#5(TURN)"
957,벤딩기-(321),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,,"Bracket (브라켓, 지지대)"," Bracket (브라켓, 지지대) "
958,벤딩기-(322),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,,"Plate (플레이트, 판재)"," Plate (플레이트, 판재) "
959,벤딩기-(323),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
960,벤딩기-(324),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
961,벤딩기-(325),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#6(TURN),"Base (블록,덩어리)","D19075 PJT. 티 벤딩 MP PPU#6(회전) Base (블록,덩어리) D19075 PJT. T-BENDING MP PPU#6(TURN)"
962,벤딩기-(326),Assembly,0.00,DAEHAN TECH CO. Ltd,,D19075 PJT. T-BENDING MP PPU#6(TURN),"Power (전원, 전원관련부품)","D19075 PJT. 티 벤딩 MP PPU#6(회전) Power (전원, 전원관련부품) D19075 PJT. T-BENDING MP PPU#6(TURN)"
963,벤딩기-(327),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#6(TURN),"Plate (플레이트, 판재)","D19075 PJT. 티 벤딩 MP PPU#6(회전) Plate (플레이트, 판재) D19075 PJT. T-BENDING MP PPU#6(TURN)"
964,벤딩기-(328),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#6(TURN),"Cover (커버, 덮개)","D19075 PJT. 티 벤딩 MP PPU#6(회전) Cover (커버, 덮개) D19075 PJT. T-BENDING MP PPU#6(TURN)"
965,벤딩기-(329),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#6(TURN),"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP PPU#6(회전) Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP PPU#6(TURN)"
966,벤딩기-(330),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP PPU#6(TURN),"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP PPU#6(회전) Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP PPU#6(TURN)"
967,벤딩기-(331),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#6(TURN),Robot (로봇),D19075 PJT. 티 벤딩 MP PPU#6(회전) Robot (로봇) D19075 PJT. T-BENDING MP PPU#6(TURN)
968,벤딩기-(332),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#6(TURN),"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP PPU#6(회전) Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP PPU#6(TURN)"
969,벤딩기-(333),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#6(TURN),"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP PPU#6(회전) Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP PPU#6(TURN)"
970,벤딩기-(334),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#6(TURN),"Plate (플레이트, 판재)","D19075 PJT. 티 벤딩 MP PPU#6(회전) Plate (플레이트, 판재) D19075 PJT. T-BENDING MP PPU#6(TURN)"
971,벤딩기-(335),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#6(TURN),"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP PPU#6(회전) Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP PPU#6(TURN)"
972,벤딩기-(336),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP PPU#6(TURN),"Cover (커버, 덮개)","D19075 PJT. 티 벤딩 MP PPU#6(회전) Cover (커버, 덮개) D19075 PJT. T-BENDING MP PPU#6(TURN)"
973,벤딩기-(337),Assembly,0.00,DAEHAN TECH CO. Ltd,,D19075 PJT. T-BENDING MP ROBOT #1,Robot (로봇),D19075 PJT. 티 벤딩 MP ROBO티 #1 Robot (로봇) D19075 PJT. T-BENDING MP ROBOT #1
974,벤딩기-(338),Component,0.00,DAEHAN TECH CO. Ltd,Stainless Steels,D19075 PJT. T-BENDING MP ROBOT #1,Support ( 지지대 / 서포트),D19075 PJT. 티 벤딩 MP ROBO티 #1 Support ( 지지대 / 서포트) D19075 PJT. T-BENDING MP ROBOT #1
975,벤딩기-(339),Component,0.00,DAEHAN TECH CO. Ltd,Stainless Steels,D19075 PJT. T-BENDING MP ROBOT #1,Sensor (센서),D19075 PJT. 티 벤딩 MP ROBO티 #1 Sensor (센서) D19075 PJT. T-BENDING MP ROBOT #1
976,벤딩기-(340),Component,0.00,DAEHAN TECH CO. Ltd,Stainless Steels,D19075 PJT. T-BENDING MP ROBOT #1,"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP ROBO티 #1 Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP ROBOT #1"
977,벤딩기-(341),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP ROBOT #1,Sensor (센서),D19075 PJT. 티 벤딩 MP ROBO티 #1 Sensor (센서) D19075 PJT. T-BENDING MP ROBOT #1
978,벤딩기-(342),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP ROBOT #1,"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP ROBO티 #1 Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP ROBOT #1"
979,벤딩기-(343),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP ROBOT #1,"Cover (커버, 덮개)","D19075 PJT. 티 벤딩 MP ROBO티 #1 Cover (커버, 덮개) D19075 PJT. T-BENDING MP ROBOT #1"
980,벤딩기-(344),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP ROBOT #1,Robot (로봇),D19075 PJT. 티 벤딩 MP ROBO티 #1 Robot (로봇) D19075 PJT. T-BENDING MP ROBOT #1
981,벤딩기-(345),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP ROBOT #1,"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP ROBO티 #1 Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP ROBOT #1"
982,벤딩기-(346),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP ROBOT #1,"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP ROBO티 #1 Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP ROBOT #1"
983,벤딩기-(347),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP ROBOT #1,"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP ROBO티 #1 Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP ROBOT #1"
984,벤딩기-(348),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP ROBOT #1,"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP ROBO티 #1 Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP ROBOT #1"
985,벤딩기-(349),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP ROBOT #1,"Block (블록, 덩어리)","D19075 PJT. 티 벤딩 MP ROBO티 #1 Block (블록, 덩어리) D19075 PJT. T-BENDING MP ROBOT #1"
986,벤딩기-(350),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP ROBOT #1,"shaft (샤프트, 축)","D19075 PJT. 티 벤딩 MP ROBO티 #1 shaft (샤프트, 축) D19075 PJT. T-BENDING MP ROBOT #1"
987,벤딩기-(351),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP ROBOT #1,"shaft (샤프트, 축)","D19075 PJT. 티 벤딩 MP ROBO티 #1 shaft (샤프트, 축) D19075 PJT. T-BENDING MP ROBOT #1"
988,벤딩기-(352),Component,0.00,DAEHAN TECH CO. Ltd,Carbon Steels,D19075 PJT. T-BENDING MP ROBOT #1,"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP ROBO티 #1 Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP ROBOT #1"
989,벤딩기-(353),Component,0.00,DAEHAN TECH CO. Ltd,Carbon Steels,D19075 PJT. T-BENDING MP ROBOT #1,"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP ROBO티 #1 Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP ROBOT #1"
990,벤딩기-(354),Assembly,0.00,DAEHAN TECH CO. Ltd,,D19075 PJT. T-BENDING MP ROBOT #2,Robot (로봇),D19075 PJT. 티 벤딩 MP ROBO티 #2 Robot (로봇) D19075 PJT. T-BENDING MP ROBOT #2
991,벤딩기-(355),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP ROBOT #2,"Cover (커버, 덮개)","D19075 PJT. 티 벤딩 MP ROBO티 #2 Cover (커버, 덮개) D19075 PJT. T-BENDING MP ROBOT #2"
992,벤딩기-(356),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP ROBOT #2,Robot (로봇),D19075 PJT. 티 벤딩 MP ROBO티 #2 Robot (로봇) D19075 PJT. T-BENDING MP ROBOT #2
993,벤딩기-(357),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,D19075 PJT. T-BENDING MP ROBOT #2,Sensor (센서),D19075 PJT. 티 벤딩 MP ROBO티 #2 Sensor (센서) D19075 PJT. T-BENDING MP ROBOT #2
994,벤딩기-(358),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP SHT #1,"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP SHT #1 Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP SHT #1"
995,벤딩기-(359),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP SHT #1,"Plate (플레이트, 판재)","D19075 PJT. 티 벤딩 MP SHT #1 Plate (플레이트, 판재) D19075 PJT. T-BENDING MP SHT #1"
996,벤딩기-(360),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP SHT #1,"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP SHT #1 Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP SHT #1"
997,벤딩기-(361),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP SHT #1,"Plate (플레이트, 판재)","D19075 PJT. 티 벤딩 MP SHT #1 Plate (플레이트, 판재) D19075 PJT. T-BENDING MP SHT #1"
998,벤딩기-(362),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP SHT #1,"Bracket (브라켓, 지지대)","D19075 PJT. 티 벤딩 MP SHT #1 Bracket (브라켓, 지지대) D19075 PJT. T-BENDING MP SHT #1"
999,벤딩기-(363),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP SHT #1,"Cover (커버, 덮개)","D19075 PJT. 티 벤딩 MP SHT #1 Cover (커버, 덮개) D19075 PJT. T-BENDING MP SHT #1"
1000,벤딩기-(364),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP SHT #1,"Plate (플레이트, 판재)","D19075 PJT. 티 벤딩 MP SHT #1 Plate (플레이트, 판재) D19075 PJT. T-BENDING MP SHT #1"
1001,벤딩기-(365),Component,0.00,DAEHAN TECH CO. Ltd,Stainless Steels,D19075 PJT. T-BENDING MP SHT #1,Nut (너트),D19075 PJT. 티 벤딩 MP SHT #1 Nut (너트) D19075 PJT. T-BENDING MP SHT #1
1002,벤딩기-(366),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,D19075 PJT. T-BENDING MP SHT #1,"Cover (커버, 덮개)","D19075 PJT. 티 벤딩 MP SHT #1 Cover (커버, 덮개) D19075 PJT. T-BENDING MP SHT #1"
